Name	ID	ALL	ALL.1	ALL.2	ALL.3	ALL.4	ALL.5	ALL.6	ALL.7	ALL.8	ALL.9	ALL.10	ALL.11	ALL.12	ALL.13	ALL.14	ALL.15	ALL.16	ALL.17	ALL.18	ALL.19	ALL.20	ALL.21	ALL.22	ALL.23	ALL.24	ALL.25	ALL.26	AML	AML.1	AML.2	AML.3	AML.4	AML.5	AML.6	AML.7	AML.8	AML.9	AML.10
GB_DEF_-_GPR12_G_protein_coupled-receptor_gene	U18548_at	0.42396	0.08411	1.2265	0.82629	0.60994	-1.21719	0.49655	0.12015	-1.47649	-1.21583	-1.28137	-0.78472	0.31575	-1.39979	-0.19025	0.96031	1.08955	0.48434	0.80185	0.45146	-0.30563	1.25731	-1.20963	0.12293	0.95807	0.44958	1.39041	0.65251	-0.87364	0.40738	1.01376	1.00945	0.6107	0.67624	0.44676	0.68815	0.13419	0.98372
Ubiquitin_protease_Unph_proto-oncogene_mRNA	U20657_at	-0.07031	0.21559	0.19948	0.42125	0.31028	0.1852	-0.22552	0.33344	-0.02008	-0.06311	-0.05147	-0.42923	-0.29822	0.25045	0.42104	-0.28028	-0.75656	-0.27007	-0.47782	-0.34706	-0.10401	0.15394	0.19703	0.4391	-0.15123	0.03806	0.23279	-0.18755	-0.02267	0.93277	-0.03039	0.21738	-0.27966	0.63707	-0.37142	0.2377	0.3954	0.38349
GB_DEF_-_Clone_350/2_melanoma_ubiquitous_mutated_protein_MUM-1_gene_partial_cds	U20908_at	0.2517	0.64989	0.35267	0.64071	0.34513	0.54852	0.14215	0.42069	-0.37041	0.14746	0.16488	0.29501	0.04498	-0.07876	0.54567	-0.12994	0.3404	0.51548	-0.06885	0.53503	1.39388	0.10845	0.56775	0.48165	0.62306	0.86036	0.24273	0.23621	-0.26926	-0.08135	0.36058	0.42668	0.31231	0.49864	0.45878	-1.21365	0.1554	0.51529
Mitochondrial_serine_hydroxymethyltransferase_gene_nuclear_encoded_mitochondrion_protein	U23143_at	-0.19056	-0.23098	0.00064	-0.02778	-0.02709	-0.0411	0.21987	0.05943	0.00414	0.17831	-0.07267	-0.58159	-0.45778	0.10679	-0.03397	-0.17832	-0.50122	0.24974	-0.04947	-0.1876	-1.05307	-0.2677	0.31444	-0.15492	-0.42177	-0.24938	0.10916	-0.12275	-0.16336	0.27752	-0.32157	-0.10904	-0.03854	-0.3485	-0.29431	-0.16238	-0.1635	-0.63451
Heterogeneous_ribonucleoprotein_A0_mRNA	U23803_at	0.26462	-0.23815	0.20478	0.56128	-0.43076	-0.06493	-0.05844	0.37744	0.43601	0.25584	0.76169	-1.03209	0.52692	0.05665	0.05042	0.26936	-1.56783	0.60768	0.97715	1.10585	0.80321	1.23307	1.1596	0.61498	0.40876	0.38922	-0.38938	0.84953	0.54114	-0.20545	0.7052	-0.2863	0.02682	0.45857	0.07185	0.11424	-0.47053	0.70094
P21-activated_protein_kinase_Pak1_gene	U24152_at	0.62378	-0.0183	0.76463	0.65018	0.24096	0.73492	-0.22825	0.67388	0.48404	0.60316	0.49073	0.35274	-0.00501	0.25045	0.52591	0.53358	1.02429	0.76918	0.42304	-0.32828	0.54033	0.4079	0.66348	0.42202	0.07582	0.51557	0.93981	0.56262	0.22594	0.55961	0.83099	0.42779	0.41357	0.55678	0.7981	0.55939	-0.0423	0.5141
RCH1_RAG_recombination_activating_gene_cohort_1	U28386_at	0.22381	0.57268	-0.40992	0.57726	0.77868	-0.77511	0.51527	-1.36832	0.37745	0.17831	1.06294	-0.76238	0.30374	0.46976	0.64268	0.41972	-0.07549	1.09593	-0.29847	0.2473	1.29166	-0.10223	0.40826	0.73876	0.21717	0.07299	-0.4451	0.68948	0.37284	-0.53903	-0.52831	-0.04133	-0.24195	0.55217	0.19801	-0.24721	0.20342	0.66532
GB_DEF_-_Anti-mullerian_hormone_type_II_receptor_precursor_gene	U29700_at	0.61796	0.03615	0.39938	0.70706	-1.42668	0.24087	0.22494	0.58001	0.22733	0.72028	0.60586	0.2699	-0.16768	0.16628	-0.15714	0.64075	0.21049	0.35436	0.46555	-0.47188	-0.09118	0.90292	0.91955	-0.02142	0.19409	0.49274	0.31866	0.4786	-0.76223	0.29447	0.6446	0.02682	0.22767	0.37836	0.73856	0.10885	-0.41354	0.63452
Pigment_epithelium-derived_factor_gene	U29953_rna1_at	-0.53809	0.50381	-0.01958	-1.40715	-0.04986	-0.21928	-1.04639	-1.36832	0.33705	-0.30189	-1.28137	-1.03209	-0.80824	-0.79251	-0.8106	-0.70642	-1.56783	-0.81431	-1.24482	-0.07261	-1.06221	0.30424	-0.09776	-1.48332	-0.61459	-0.62232	-1.23051	-0.74084	-1.08902	-0.6516	-1.26183	-1.30392	-0.33951	-1.24608	-0.18572	-0.87455	-1.34579	-0.18606
Chromosome_segregation_gene_homolog_CAS_mRNA	U33286_at	-0.50795	-0.82588	0.12756	-0.38582	0.72214	-0.28491	-0.18543	-0.27466	0.19456	-0.37271	0.45553	-0.922	0.36096	-0.01474	0.61513	-0.0111	0.25278	0.09316	0.03192	0.43841	0.27891	-0.89215	-0.49994	0.41955	-0.79396	0.10251	-0.25961	-0.64408	-0.66864	-0.7183	-0.86969	-1.40071	-0.92557	-0.57145	-0.30549	-0.28113	-0.90524	0.10888
Cyclin-dependent_kinase_4_CDK4_gene	U37022_rna1_at	0.09957	-0.21682	-0.02299	0.17161	0.57857	0.13683	-0.10047	0.1619	0.62386	0.19831	-1.03689	-0.12272	0.22366	0.39613	0.53585	-0.37826	0.54402	-0.08487	-0.08862	0.72341	-1.06221	-1.12665	0.15292	0.19933	-0.037	-0.14332	-0.09615	0.10337	-0.55165	0.01482	0.18184	-0.45577	-0.97706	-0.12714	0.15231	-0.264	-0.569	-0.67788
GB_DEF_-_Cytochrome_b_pseudogene_partial_cds	U38268_at	-0.20467	-0.92959	-0.28855	0.16986	-0.33758	0.17074	0.15677	-1.36832	-0.19131	-0.54195	-0.27173	0.16812	-0.58402	-0.19141	-0.33147	-0.29493	-1.1651	-0.58168	-0.32004	-0.90232	-0.27397	0.31263	-0.22936	-1.48332	0.42104	-0.22244	-1.23051	-0.59567	0.20758	-0.17105	0.25044	-0.26212	-0.17876	-0.06839	0.76879	-0.0421	-0.54162	-1.32403
PMS8_mRNA_yeast_mismatch_repair_gene_PMS1_homologue_partial_cds_C-terminal_region	U38980_at	1.33422	1.08153	1.37194	1.57304	0.90581	1.34607	1.59173	1.5632	1.11835	1.38571	1.24851	1.29382	0.78795	1.13581	0.92543	1.33003	0.95913	1.26541	1.34057	0.75387	0.5339	1.46091	1.62196	1.06245	1.34959	1.14636	1.48023	1.35638	0.99423	0.99402	1.40744	1.38846	1.48752	1.31106	1.35839	1.14897	1.35526	1.61121
Spermidine/spermine_N1-acetyltransferase_SSAT_gene	U40369_rna1_at	-0.24589	0.79712	-0.18397	-0.9093	-0.25554	-0.46855	-1.11458	-0.80763	-0.14561	0.09806	0.13696	0.53529	-0.21471	-0.29708	-0.71179	-0.3528	-0.22736	-0.80156	-0.0801	-0.41361	0.15602	-0.54741	-0.62934	-0.5549	1.10187	0.14708	-1.23051	1.10395	0.71912	1.12126	-0.29082	-0.17796	1.65336	0.51563	0.16394	0.69016	1.46496	0.6951
Serotonin_N-acetyltransferase_gene	U40391_rna1_at	1.31935	0.88638	1.3278	1.42534	0.68875	1.31323	1.53629	1.59304	1.02252	1.20191	0.22685	1.4316	0.88355	0.18971	0.73796	0.81438	0.8876	0.5187	0.9544	0.52445	0.66591	1.12759	1.37835	0.30966	0.9259	0.97852	1.63947	1.05974	0.43662	0.80054	1.30685	1.2826	1.45149	1.32308	1.37181	0.63385	1.37067	1.62356
GB_DEF_-_Urocortin_gene	U43177_at	-0.14056	-0.30027	0.50774	-1.37942	-0.93508	-0.23526	-0.30529	-0.02004	-0.57958	-0.63988	-0.54716	-1.03209	-0.45778	-0.36081	-1.39503	-1.40095	-0.43667	-0.2922	-1.24482	-0.33847	-1.06221	0.08752	-0.43682	-0.32689	-0.08575	-0.1764	0.00065	-0.53602	-1.08902	-0.70613	-1.02707	-0.40399	0.2614	0.12206	0.57144	-0.42744	-0.5552	0.03103
Malignant_melanoma_metastasis-suppressor_KiSS-1_gene_mRNA	U43527_at	0.53141	0.03439	0.31854	0.28791	0.15266	0.1852	0.29788	0.83519	0.18617	-0.17775	0.11979	0.14526	-0.058	0.07179	0.08402	0.40005	0.34746	-0.64415	-0.22	-0.0178	0.46002	0.39459	0.50541	0.33836	0.29022	0.55327	0.38554	0.30346	-0.03462	0.02816	0.26355	-0.0138	0.6107	0.61684	0.82422	0.12227	0.24216	0.49115
Aquaporin-5_AQP5_gene	U46569_at	0.07012	0.05185	0.78192	0.63328	-0.28749	0.469	0.85868	0.8934	-0.10224	-1.21583	0.18839	-0.26173	-0.81298	-0.14993	-0.40008	0.06262	-0.51572	-0.36585	-1.24482	-0.60741	0.01126	0.05522	0.70466	0.01348	0.24525	-0.39733	1.00543	-0.31942	0.56514	-0.13399	0.58529	0.27153	-0.70273	-1.08061	0.81244	-0.62128	0.24756	0.07079
Cystatin_B_gene	U46692_rna1_at	0.28576	1.61675	1.37926	0.7981	1.16313	1.49984	0.45664	0.18208	1.38132	0.51215	1.15894	0.06073	1.20443	1.76407	0.77637	0.77983	0.72784	1.2384	0.68342	-0.42494	0.10855	-0.87742	0.72066	-0.07006	0.23598	0.67707	0.5757	0.61397	0.54114	1.80745	1.3109	1.41372	0.06493	0.29657	-0.39992	1.35735	0.65183	0.27691
GB_DEF_-_G_protein_coupled_receptor_OGR1_gene	U48405_at	-0.07854	0.01116	0.07866	0.08584	-0.04777	-0.16992	0.5251	0.78938	0.00414	0.25211	0.13696	0.08564	-0.47059	0.48067	-0.08239	0.06666	-0.67038	-0.1248	0.65499	-0.13403	-1.06221	0.13902	0.25857	-0.05766	0.51246	-0.34534	-0.33678	0.68948	-0.13951	0.39898	-0.08633	0.2516	0.37947	0.50474	0.83587	0.54109	0.24756	0.41196
Leukotriene_C4_synthase_LTC4S_gene	U50136_rna1_at	0.77407	0.69785	0.8567	0.69715	0.6373	0.76063	0.83617	1.19658	0.45291	1.05127	0.37929	0.92141	0.36598	0.59186	0.05042	0.60024	0.8936	0.8923	1.21479	0.10098	0.17052	0.87792	0.71801	0.57714	1.0288	0.64994	1.17794	1.11343	1.92742	1.70779	1.76434	1.44715	0.7772	1.56749	1.74375	1.65866	1.43275	1.51216
KIAA0085_gene_partial_cds	U51240_at	2.69902	1.9985	0.74842	2.58827	2.79736	0.83984	2.16056	1.37693	1.84945	0.97625	0.54653	2.77331	2.80508	1.51877	2.72904	2.17253	2.22463	2.92242	2.64023	1.80107	-1.06221	2.84792	0.2838	2.5646	2.88637	3.25631	1.68723	2.13339	2.23259	2.20163	1.78478	2.29169	1.84077	1.31005	1.88398	1.79357	2.25277	1.59399
RbP_gene_renin-binding_protein_extracted_from_Human_Xq28_genomic_DNA_in_the_region_of_the_L1CAM_locus_containing_the_genes_for_neural_cell_adhesion_molecule_L1_L1CAM_arginine-vasopressin_receptor_AVPR2_C1_p115_C1_ARD1_N-acetyltransferase_related_protein_TE2_renin-binding_protein_RbP_host_cell_factor_1_HCF1_and_interleukin-1_receptor-associated_kinase_IRAK_genes_and_Xq28lu2_gene	U52112_rna5_at	0.91603	0.76371	0.88089	0.89892	0.4086	0.95131	1.11312	1.12144	0.685	0.77474	0.67833	1.02376	0.61523	0.83976	0.37841	0.87134	0.67765	0.51063	0.87753	0.33699	0.19184	0.94354	1.1638	0.57296	0.82899	0.36767	1.1298	0.90768	0.38442	0.74969	1.08147	1.2387	0.97118	1.03271	1.09534	0.74227	0.68397	0.77899
RNA_polymerase_II_seventh_subunit_rpb-7_gene	U52427_rna1_at	0.93621	0.01657	0.7982	0.96557	1.43992	1.14434	0.83792	-0.09577	1.1127	0.82516	0.92439	0.95464	1.13643	0.73057	1.42014	1.18163	0.88061	0.67556	0.70358	1.34016	1.571	0.40222	1.04463	1.12385	0.94949	1.05928	0.8393	0.57071	0.95035	0.8392	0.5977	0.7221	-0.00524	0.1759	0.53427	0.41916	-0.07887	0.66329
GB_DEF_-_HBRAVO/Nr-CAM_precursor_hBRAVO/Nr-CAM_gene	U55258_at	-1.45769	-1.3942	0.25854	-1.40715	-1.42668	-1.21719	0.20793	-0.25834	-0.02316	-1.21583	-0.27173	-1.03209	-1.36149	-1.39979	-1.39503	-1.40095	-1.56783	-0.1248	-1.24482	-0.59326	-0.45862	-0.84863	-1.20963	-1.48332	-1.25268	-0.13792	-1.23051	0.17766	-1.08902	-1.29865	-1.26183	-1.20282	0.27047	-0.93464	-1.13705	-1.29019	-0.97486	-0.47564
GCN5_hGCN5_gene	U57316_at	0.14124	-1.14169	0.03011	-0.043	0.29017	-0.41227	-1.11458	0.57354	-0.37041	-0.25215	-0.12162	0.28002	-0.17227	-0.29429	0.42999	0.21573	-0.31877	-0.6659	-0.3347	-0.04952	-0.2065	0.28938	0.15766	0.49427	0.74365	0.16471	-1.23051	0.46626	-0.5157	-1.29865	-0.42423	-0.22247	-0.65502	0.85777	0.49561	-0.40454	-0.23353	0.61978
GB_DEF_-_Neurogenic_basic-helix-loop-helix_protein_NeuroD2_gene	U58681_at	0.37595	-1.3942	0.33577	-0.21319	0.25766	-0.41227	-0.16218	0.20993	-0.59453	-0.14269	-0.41974	-0.14195	-0.12303	0.58327	-0.01349	0.01055	0.28647	-0.78897	0.10225	-1.45261	-0.80042	-0.98566	0.33433	-0.5173	0.85418	-1.04821	-0.06276	-0.18063	-0.23137	0.60853	-0.46003	0.51294	0.9811	-0.24347	0.45536	0.48106	0.45655	-0.22834
Putative_envelope_protein-_orf_similar_to_env_of_Type_A_and_Type_B_retroviruses_and_to_class_II_HERVs_gene_extracted_from_Human_endogenous_retrovirus_HERV-KHML6_proviral_clone_HML6-17_putative_polymerase_and_envelope_genes_partial_cds_and_3'LTR	U60269_cds3_at	0.2517	0.06898	0.02688	-0.13506	-0.65504	-1.21719	-0.75499	0.45954	-1.13155	-0.20802	-0.07267	-1.03209	-0.38167	-0.29429	-0.63776	-0.10061	0.09328	-0.46326	-0.20055	-0.24646	-1.0001	0.51157	0.28794	-0.5073	0.06244	-0.8956	0.6619	-0.07649	-0.50568	0.14661	0.51566	-0.22704	0.08477	0.2718	0.26068	0.37123	-0.21952	0.36259
Hypothetical_protein_384D8_7_gene_extracted_from_Chromosome_22q13_BAC_Clone_CIT987SK-384D8_complete_sequence	U62317_rna7_at	-1.45769	-0.55157	-1.46227	-0.15956	0.49864	-1.21719	-1.37386	-1.36832	-1.47649	-1.21583	-1.28137	-1.03209	-0.90822	-1.39979	-0.22701	-0.2102	-1.56783	-1.20466	-1.24482	-1.60767	-1.06221	-1.12665	-1.20963	-0.87619	-1.25268	0.55072	-1.23051	-1.43337	-1.08902	-0.40013	-1.26183	-1.44434	-1.47218	-1.34158	-1.22961	-0.33245	-1.34579	-1.32403
GB_DEF_-_Neurogenic_basic-helix-loop-helix_protein_neuroD3_gene	U63842_at	0.41553	-0.2749	0.35823	0.02465	-0.71752	0.15182	0.32098	0.55716	-0.08218	-0.05005	0.13317	-0.12653	-0.14731	-0.5316	-0.44697	0.31547	0.39774	0.38992	-0.01185	-0.52384	-0.8356	0.53333	0.3363	-0.20401	0.17837	0.40879	0.37013	0.07083	-1.08902	-0.30818	-0.17475	0.04392	0.51863	0.07073	0.36946	-0.15677	-0.03854	0.30738
GB_DEF_-_Ribonuclease_k6_precursor_gene	U64998_at	-0.59061	-1.3942	-1.46227	-1.40715	-1.03877	-1.21719	-0.91187	-1.36832	-1.47649	-1.21583	-1.28137	-1.03209	-1.36149	-1.39979	-1.24162	-1.40095	-1.56783	-1.20466	-1.24482	-1.60767	-1.06221	-1.12665	-1.20963	-0.80982	-1.25268	-1.27619	-1.23051	-1.43337	-1.08902	1.19969	-0.52831	-1.44434	-1.47218	-1.34158	-1.22961	0.55069	-1.34579	-1.32403
Msg1-related_gene_1_mrg1_mRNA	U65093_at	-0.62737	0.53742	-1.45352	-1.40715	-0.00886	-0.5784	-1.00145	-1.36832	-0.61591	0.22368	-1.28137	0.43979	-0.14285	-1.39979	-0.89647	-0.64038	0.45066	-1.20466	-1.24482	0.38402	0.25736	-1.12665	-1.20963	-0.14586	1.19177	-0.38669	-1.23051	1.02801	0.78627	0.27997	-0.80834	0.31635	0.00865	-0.21364	-1.22961	0.71598	-0.10684	0.84755
GB_DEF_-_Seven_transmembrane_G-coupled_receptor_GPR31_gene	U65402_at	0.74743	0.58033	1.32559	0.75509	0.47396	0.97349	1.0019	1.15236	0.47034	1.00716	1.08377	1.28133	0.51006	1.10567	-0.15497	0.93884	0.56668	0.65625	0.82519	-0.2419	0.79232	1.00087	1.47527	0.80653	0.69728	0.77124	1.26207	0.81247	-1.08902	0.51038	1.42449	0.86077	1.03926	1.29273	1.37315	0.55386	0.74335	0.92579
JUN_V-jun_avian_sarcoma_virus_17_oncogene_homolog	U65928_at	-0.25336	-0.44842	-0.35086	-0.2211	0.49048	-0.71376	-0.58392	-0.41059	0.11978	-0.49453	0.14636	-1.03209	0.25259	0.16797	0.11639	0.09057	0.00458	-0.80156	-0.50832	0.45726	0.06389	-1.01055	-0.34924	0.18834	-0.31465	-0.32204	-0.79322	-0.7844	-0.41099	-1.07576	-0.89903	-1.08168	-0.94859	-0.80878	-0.65883	-1.39906	-0.90524	-0.59312
TCRBV1S1A1N1_gene_extracted_from_Human_germline_T-cell_receptor_beta_chain_Dopamine-beta-hydroxylase-like_TRY1_TRY2_TRY3_TCRBV27S1P_TCRBV22S1A2N1T_TCRBV9S1A1T_TCRBV7S1A1N2T_TCRBV5S1A1T_TCRBV13S3_TCRBV6S7P_TCRBV7S3A2T_TCRBV13S2A1T_TCRBV9S2A2PT_TCRBV7S2A1N4T_TCRBV13S9/13S2A1T_TCRBV6S5A1N1_TCRBV30S1P_TCRBV31S1_TCRBV13S5_TCRBV6S1A1N1_TCRBV32S1P_TCRBV5S5P_TCRBV1S1A1N1_TCRBV12S2A1T_TCRBV21S1_TCRBV8S4P_TCRBV12S3_TCRBV21S3A2N2T_TCRBV8S5P_TCRBV13S1_genes_from_bases_1_to_267156_section_1_of_3	U66059_cds7_at	0.22679	-0.32905	0.38336	0.55319	-0.06678	1.10563	0.4684	0.67968	0.18255	-0.04747	0.31796	0.27244	-0.3089	-0.03982	-0.43799	0.15521	-0.10797	0.12755	-0.07445	-0.62666	-0.59145	0.44675	0.54424	0.12123	0.38845	0.26916	0.36319	0.12499	-0.16336	-0.23222	0.30488	-0.17579	0.55178	0.27493	0.47233	-0.51155	0.41885	0.1719
HS1_binding_protein_HAX-1_mRNA_nuclear_gene_encoding_mitochondrial_protein	U68566_at	1.15516	0.45363	1.05213	0.7285	0.99139	0.90057	0.50658	0.52576	0.97525	1.00962	0.41335	0.80991	0.85306	0.63672	0.90293	1.14091	0.9839	1.04892	1.13004	1.22394	1.22271	0.30844	0.52986	1.00073	0.92943	1.32771	-0.12782	0.72586	0.41089	0.36669	0.51811	0.27021	0.42023	0.65995	1.03409	0.11424	-0.78988	0.39716
Glutamate_pyruvate_transaminase_GPT_gene	U70732_rna1_at	-1.45769	-0.88365	-1.46227	-1.40715	-0.41819	0.25238	-1.37386	-1.36832	-0.60975	-0.75505	-0.36547	-1.03209	-1.36149	-1.1504	-1.39503	-1.40095	-0.56592	-0.44559	-1.24482	-1.60767	-1.06221	-1.12665	-1.20963	-1.48332	-1.25268	-1.27619	-1.23051	-1.43337	-0.57283	-1.29865	-0.65969	-1.11201	-1.47218	-0.94645	-0.78542	0.44031	-1.34579	-1.32403
SM15_gene_human_interferon-related_protein_SM15_U09585-_final_exon_similar_to_partial_sequence_of_human_EST_R48415_but_would_require_alternative_splice_extracted_from_Human_cosmid_LUCA14	U73167_cds5_at	-1.45769	-0.63017	0.0429	-1.40715	0.71022	-0.63119	-1.37386	0.22433	0.10533	-1.21583	-0.04221	-1.03209	-0.03209	-0.15471	0.16433	0.3108	0.44364	-1.20466	-0.14144	0.43445	-0.56436	-1.12665	-0.84291	-0.08686	-1.1643	0.35985	-1.23051	-1.23756	-0.06829	-1.29865	-1.26183	-1.44434	-1.47218	-1.34158	-1.22961	-1.39906	-1.34579	0.19594
SKI_V-ski_avian_sarcoma_viral_oncogene_homolog	U73377_at	-1.33683	-1.3942	-1.46227	-1.40715	-0.5379	-1.18079	-1.37386	-0.92302	-0.84127	-1.21583	0.01579	-1.03209	-0.43891	-1.39979	-0.33411	-0.64893	-0.97746	-1.20466	-1.24482	-0.10659	-1.06221	-0.08304	-1.20963	-1.08432	-1.25268	-0.10097	-1.23051	-0.7366	-0.17727	-0.17316	-0.84689	-0.27655	-1.47218	-0.99527	-1.22961	-0.11499	-0.02367	0.02082
Mitochondrial_RNA_polymerase_mRNA_nuclear_gene_encoding_mitochondrial_protein	U75370_at	-1.36143	0.43363	-1.46227	-0.93164	-0.07536	0.04381	-1.37386	-1.36832	0.22388	-1.21583	-0.12162	-1.03209	0.17374	-0.05908	-0.20844	-0.15001	0.24389	-1.20466	-0.43177	0.03029	-0.94193	-1.12665	-0.76026	0.0416	-0.84033	-0.14061	-1.23051	-0.68316	-1.08902	-1.29865	-0.29689	-1.44434	-0.46806	-1.23787	-0.68619	-1.39906	-1.34579	-1.32403
FHIT_Fragile_histidine_triad_gene_product	U76272_at	-0.3592	0.37438	-1.46227	-1.40715	-1.42668	-1.21719	-1.37386	0.01058	-1.47649	-1.21583	-0.60104	-1.03209	-0.43891	-1.31177	-1.39503	-0.06286	-1.22495	-1.20466	-0.48644	-0.52815	-1.06221	-1.05354	-1.20963	-1.48332	-0.84033	-0.10616	-1.23051	-1.43337	-1.08902	-1.29865	-1.26183	-1.44434	-0.61296	-1.34158	-1.22961	-1.39906	-0.75033	-1.12907
No_cluster_in_current_Unigene_and_no_Genbank_entry_for_U77396_qualifier_U77396_at	U77396_at	-0.35083	0.48704	-1.46227	-1.40715	-0.67953	-1.21719	-1.37386	-1.36832	-0.37041	-1.21583	-1.10878	0.55824	-1.36149	-1.39979	-1.03744	-1.40095	-1.52657	1.00435	-0.24994	-1.13406	-0.67182	0.13399	-1.20963	-1.48332	-1.25268	-0.04818	-1.23051	0.75593	0.24395	1.17244	-1.06217	0.8776	1.74217	0.15117	-0.21944	0.59482	1.02144	-0.28701
Pim-2_protooncogene_homolog_pim-2h_mRNA	U77735_at	-0.37904	0.50069	-1.37847	-1.27602	-1.28918	-1.21719	-1.37386	-1.06165	-1.47649	-1.21583	-1.28137	0.72776	-1.36149	-0.22704	-0.29525	-0.41442	0.07166	1.17061	-0.11174	-0.62423	-1.06221	-0.1973	-1.20963	-1.48332	1.74056	-1.08501	-1.23051	1.3728	-1.08902	-1.29865	-1.26183	-0.22475	0.52787	-1.34158	-1.22961	-0.45365	-0.12739	-0.00208
L44L_gene_L44-like_ribosomal_protein_extracted_from_Human_Bruton's_tyrosine_kinase_BTK_alpha-D-galactosidase_A_GLA_L44-like_ribosomal_protein_L44L_and_FTP3_FTP3_genes	U78027_rna4_at	1.30238	-0.32374	-0.46755	0.81494	0.88312	-1.21719	0.54804	0.30628	-1.35759	-1.21583	-1.28137	0.63454	0.77858	-1.06301	0.88715	0.4043	0.2606	-0.0611	0.33372	0.83975	-0.73387	-0.43552	-1.20963	0.7246	0.34478	0.16858	-0.0655	0.43641	-0.37565	0.00297	0.39915	-0.24324	-0.27539	-0.29448	0.36383	0.10069	-0.56553	-0.98728
GTP_cyclohydrolase_I_feedback_regulatory_protein_gene	U78190_rna1_at	-1.45769	0.25357	-1.46227	-1.40715	-1.42668	-1.21719	-1.37386	-1.36832	-0.60975	-0.10892	-1.28137	-1.03209	-0.69318	-1.39979	-1.39503	-1.40095	-0.9364	-0.77655	-0.51276	-0.68732	-0.32598	-0.46347	-1.20963	-1.48332	-1.25268	-0.68831	-1.23051	-1.43337	-1.08902	-1.29865	-1.26183	-1.41791	-1.47218	-1.34158	-1.22961	-1.3745	-1.34579	-1.32403
Smn_gene_survival_motor_neuron_protein_SMN_extracted_from_Human_basic_transcription_factor_2_p44_btf2p44_gene_partial_cds_neuronal_apoptosis_inhibitory_protein_naip_and_survival_motor_neuron_protein_smn_genes	U80017_rna3_at	-0.61619	-0.74149	-0.04903	-0.46488	0.30171	-0.10889	-0.69894	-0.30821	-0.28031	0.23896	0.4258	-0.39838	0.15168	0.19793	0.08567	-0.08865	0.18321	-0.24487	0.1412	0.25393	0.2895	-0.44939	-0.36532	0.44151	-0.52579	-0.1764	-0.0492	0.12004	0.2122	-0.13601	0.17827	0.09655	-0.0257	0.00591	-0.43784	-0.25347	-0.39346	-0.1165
Heme_A-_farnesyltransferase_COX10_gene_promoter_region_and	U82010_rna1_at	0.52175	0.26994	0.34369	0.50065	0.1408	0.71429	0.48514	0.85845	0.29251	0.11555	0.50343	0.30487	0.19526	0.47341	0.17331	0.37123	0.69704	0.85222	-0.05772	0.28389	0.2682	0.21601	0.44934	0.74751	0.35303	0.40281	0.75706	0.34697	-0.20935	0.10397	0.37219	0.24622	0.25911	0.39771	0.65581	0.14719	0.17317	0.15256
HSP1-A_gene_extracted_from_Homo_sapiens_cosmids_Qc14E2_Qc12H12_Qc11F9_Qc10G9_LA1733_and_Qc17B8_from_Xq28_complete_sequence	U82671_cds2_at	-0.69746	-0.94013	-1.46227	-0.3336	-1.42668	-0.54631	0.39268	0.31062	-1.47649	-1.21583	-1.28137	-0.18567	-1.36149	-0.58354	-1.17046	-0.75315	-0.05264	-1.20466	-0.46504	-1.60767	-1.06221	-0.62259	-0.49067	-0.59044	-1.07592	-1.27619	0.23279	-1.43337	-1.08902	-0.12798	0.44281	-1.44434	-1.47218	-0.64964	-0.24376	0.24462	-0.66455	-1.32403
GCP-2_gene_granulocyte_chemotactic_protein-2_extracted_from_Human_line-1_reverse_transcriptase_gene_partial_cds_and_granulocyte_chemotactic_protein-2_GCP-2_gene	U83303_cds2_at	-1.45769	-0.44842	-1.46227	-0.52154	-1.42668	-1.21719	-1.37386	-1.16494	-1.47649	-0.55084	-1.2546	-0.87957	-0.77576	-1.39979	-1.39503	-1.40095	-0.01812	-0.44559	-1.24482	-0.94081	-0.55904	-1.12665	-0.74814	-1.48332	-1.11505	-0.80814	0.41234	-1.43337	-1.02597	-1.29865	-1.26183	-0.52983	-0.25019	-1.34158	-1.22961	-1.39906	-0.73332	-1.32403
GB_DEF_-_Hyaluronan_synthase_3_HAS3_gene_partial_cds	U86409_at	0.30915	0.1804	-0.01958	0.28482	-0.08838	0.27125	0.45664	0.34603	0.10135	0.25584	0.26045	0.48973	-0.48359	0.03931	-0.20615	0.28711	0.21049	0.00962	0.34649	-0.14744	-1.06221	0.39841	0.52016	-0.11918	0.52345	0.14113	0.83086	0.3431	0.02365	-0.10628	0.25702	-0.255	0.24062	0.23333	0.66551	-0.44307	0.04538	0.38211
Unknown_gene_extracted_from_Human_HLA_class_III_region_containing_NOTCH4_gene_partial_sequence_homeobox_PBX2_HPBX_gene_receptor_for_advanced_glycosylation_end_products_RAGE_gene_and_6_unidentified_cds_complete_sequence	U89336_cds1_at	1.5279	1.409	1.22277	0.79631	1.00357	1.3396	0.91187	1.21711	1.42988	1.11041	1.13854	1.07838	1.16376	1.75925	0.90942	1.41503	1.47884	1.36314	1.03265	1.09566	0.31237	1.04147	1.21354	1.13256	1.2584	1.45508	0.61513	1.04131	0.94511	1.37817	1.37092	1.23334	0.74793	1.19854	1.04067	1.42193	0.90462	0.80445
